material_id,formula_pretty,formation_energy_per_atom,energy_above_hull,is_stable,band_gap,total_magnetization,nsites,density,volume,energy_per_atom,e_total,is_magnetic,space_group_symbol,space_group_number,crystal_system,point_group,ordering,icsd_ids,has_props,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma
mp-crxpy,Ba2(CrS2)5,-1.313195700588233,0.014918250294118002,False,0.0,28.001038,34,4.072288208259333,697.5112038617301,-6.81185242735294,,True,P-1,2,Triclinic,-1,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-cryhm,Ba(Cr5S8)2,-1.132555306666663,0.0,True,0.0,5.9999998,27,3.783810475346556,513.6027233387931,-7.230622456296293,,True,P-1,2,Triclinic,-1,FiM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-mjb,BaMnS2,-1.585543703232757,0.0,True,0.0,19.9999992,16,4.057922450685955,419.6768113527602,-6.424490117499999,,True,Pnma,62,Orthorhombic,mmm,FM,"icsd-615969,icsd-31453","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bbhl,Ba2MnS3,-1.86325135340517,0.0,True,0.0,19.9999988,24,4.242490637104496,666.6235310843017,-6.098611071666665,,True,Pnma,62,Orthorhombic,mmm,FM,"icsd-603195,icsd-26231","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-ckkmy,BaFeS,-0.880363164166666,0.6726803183333321,False,0.0,0.0306812,6,5.248067520046993,142.5343086060124,-5.722494451666667,,False,P4/nmm,129,Tetragonal,4/mmm,NM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-bhqp,BaFe2S3,-1.226052450416665,0.055429978333332006,False,0.0,0.0064543,12,4.718944422303944,242.9517964016391,-6.437920866666666,,False,Cmcm,63,Orthorhombic,mmm,NM,icsd-16307,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bmkqo,Ba(FeS2)2,-1.136184449999998,0.10902175285714201,False,0.0,0.0029237,7,4.17291625671559,150.13078597525922,-6.194557051428572,,False,I4,79,Tetragonal,4,NM,,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-boxw,Ba(FeS2)2,-1.1502988628571411,0.09490733999999901,False,0.0,1.921501199999999,7,4.20867923915767,148.85505923113143,-6.208671464285715,,True,I4/m,87,Tetragonal,4/m,FM,icsd-23081,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': True, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bmmbk,Ba(FeS2)2,-1.123105345714284,0.12210085714285601,False,0.0,1.989600799999999,7,3.872987021819715,161.75711250777601,-6.181477947142858,,True,I422,97,Tetragonal,422,FM,,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-cpvdi,Ba2FeS3,-1.5915721108333312,0.21395171541666702,False,0.0,0.108386,24,4.608657876834679,614.9660707472274,-5.711599482083333,,True,Pnma,62,Orthorhombic,mmm,FM,icsd-615850,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': False, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-crxqa,Ba3FeS5,-1.674006482314813,0.161529323518519,False,0.38530000000000003,28.3879444,54,4.506981031716694,1388.6048348775344,-5.553332548148147,,True,P-6,174,Hexagonal,-6,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': False, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-bjwlk,Ba3FeS5,-1.761802130555554,0.07373367527777801,False,0.0,15.9954397,36,4.210845332188741,990.8407390320203,-5.641128196388888,,True,Pnma,62,Orthorhombic,mmm,FM,icsd-280,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bhfer,Ba5(FeS2)9,-1.210240202343748,0.07225311609375,False,0.0,13.5830314,128,3.918737710327552,2994.018002177268,-6.2195597153125,,True,P4/ncc,130,Tetragonal,4/mmm,FiM,icsd-1801,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': False, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bjfqi,Ba5Fe4S11,-1.469028687874999,0.10148522124999801,False,0.023099999999999003,31.9493074,40,4.087544633182984,1025.9520977682992,-5.91834540675,,True,Pmn2_1,31,Orthorhombic,mm2,FM,icsd-16372,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-cqcgf,Ba6Fe25S27,-0.9071304919396541,0.12334030112068801,False,0.0,11.0106069,58,5.410987263447894,946.9919156841532,-6.682546321724138,,True,Pm-3m,221,Cubic,m-3m,FM,icsd-192499,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': False, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-borh,Ba6Fe8S15,-1.31050921801724,0.10678002448276001,False,0.0,25.3212193,29,4.389041948267736,662.7326272181217,-6.184129390689654,,True,I4/m,87,Tetragonal,4/m,FM,icsd-16309,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bmhdr,Ba7(Fe3S7)2,-1.346851477777776,0.23576905388889102,False,0.0,0.066406899999999,54,4.09686181409579,1414.7840409235505,-5.871907767222222,,True,C2/c,15,Monoclinic,2/m,FiM,icsd-26241,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': False, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bfpkg,Ba9Fe4S15,-1.732687837857141,0.054697875446429005,False,0.046099999999999,71.5719638,112,4.142198395501916,3111.333955751232,-5.7759673016964275,,True,Pnma,62,Orthorhombic,mmm,FM,icsd-41841,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': False, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bmsjb,Ba15Fe7S25,-1.7238990497872342,0.054266433031915,False,0.020999999999999002,126.4584937,188,4.162661790709962,5189.767755354153,-5.798573845159574,,True,Pnma,62,Orthorhombic,mmm,FM,icsd-279,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': False, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bdiu,BaCoS2,-1.373191312499999,0.14461424385416202,False,0.0,0.3649087,8,5.019070022898513,172.29809083531688,-5.70498808375,,True,P4/nmm,129,Tetragonal,4/mmm,FM,"icsd-246938,icsd-82639,icsd-75515","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': True, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-gsu,Ba2CoS3,-1.5993896866666661,0.18900242548610802,False,0.0,0.7470407,24,4.481532991477028,636.9875007358918,-5.496649642916666,,True,Pnma,62,Orthorhombic,mmm,FM,"icsd-160294,icsd-160295","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': False, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-beuwe,Ba6Co25S27,-0.941750174008621,0.08079792415948,False,0.0,6.0649093,58,5.274115555703348,995.8755832994066,-6.141043378793104,,True,Pm-3m,221,Cubic,m-3m,FiM,icsd-71939,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': False, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-lby,BaNiS2,-1.437638736249999,0.039567152916663004,False,0.0,0.0003835,8,4.9267752457823955,175.36416046639232,-5.4311154975000004,,False,P4/nmm,129,Tetragonal,4/mmm,NM,"icsd-15289,icsd-246945","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': True, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-nyd,Ba6Ni25S27,-0.9339025755603451,0.026399644568965003,False,0.0,2.2540571,58,5.146534958551611,1018.6286935789187,-5.5498854182758635,,True,Pm-3m,221,Cubic,m-3m,FM,icsd-83476,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': False, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-cnhvc,BaCuS2,-1.253536136249999,0.134449742499983,False,0.0,5.2400000000000007e-05,4,4.872448153788412,90.31349752260678,-4.826780395,,False,I-4m2,119,Tetragonal,-42m,NM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-ckkoh,BaCuS2,-1.295491313749999,0.092494564999983,False,0.0,1.15e-05,4,4.47081977450185,98.42665472133261,-4.8687355725,,False,P4/mmm,123,Tetragonal,4/mmm,NM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-cnhux,BaCuS2,-1.387985878749991,0.0,True,0.0,1e-07,8,4.8143762295101205,182.8057523086334,-4.961230137499992,,False,P4/nmm,129,Tetragonal,4/mmm,NM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-ghr,Ba(CuS)2,-1.120346294499994,0.006235213499995,False,0.5011999999999991,0.0,5,5.665344772918369,96.29924950027826,-4.798783035499994,29.330637609975202,False,I4/mmm,139,Tetragonal,4/mmm,NM,"icsd-615832,icsd-615834,icsd-89575,icsd-615837,icsd-203088","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': True, 'dielectric': True, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-ivq,Ba(CuS)2,-1.126581507999994,0.0,True,0.9028,0.0,20,5.62422080829076,388.01353530653097,-4.805018248999994,,False,Pnma,62,Orthorhombic,mmm,NM,"icsd-66656,icsd-89573","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-blfqb,BaCu4S3,-0.810136815312499,0.013910971249999002,False,0.4519,0.0052625,32,5.592551263016999,579.2382245081678,-4.65113616,,False,Pnma,62,Orthorhombic,mmm,NM,"icsd-15138,icsd-659039","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-cnhvb,BaCuS2,-1.327940898749999,0.060044979999982005,False,0.0,0.0495378,8,4.337599043855023,202.89926745977382,-4.9011851575000005,,False,Cmcm,63,Orthorhombic,mmm,NM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-boou,BaCu4S3,-0.8240477865624981,0.0,True,0.030799999999999002,0.0,16,5.619546983876272,288.22781207768986,-4.66504713125,,False,Cmcm,63,Orthorhombic,mmm,NM,icsd-15139,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-beege,Ba6Cu34S27,-0.718488040932835,0.0,True,0.0,0.5920384,67,5.377587549511262,1188.9238360180275,-4.6378404985074635,,False,P1,1,Triclinic,1,NM,,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-cpthf,Ba2ZnS3,-1.9086578179166651,0.0035828012500000003,False,2.0968,0.0,24,4.43928579023044,652.7387389305056,-4.826972255833333,,False,Pnma,62,Orthorhombic,mmm,NM,icsd-262215,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-igx,Ba2ZnS3,-1.9122406191666652,0.0,True,2.0208,0.0,24,4.433545301995248,653.5838953000139,-4.830555057083333,14.463531743333334,False,Pnma,62,Orthorhombic,mmm,NM,"icsd-25554,icsd-653999","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': True, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': False, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-fqr,Ba2ZrS4,-2.173588482857141,0.001551584999994,False,0.6025,0.0,7,4.151400482087276,197.6526853605401,-6.307194391428571,62.24722715004072,False,I4/mmm,139,Tetragonal,4/mmm,NM,"icsd-80651,icsd-69853","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': True, 'dielectric': True, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': True, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-betyx,BaZrS3,-2.107697715499998,0.0,True,0.9900000000000001,0.0,20,4.262395303692848,506.0566946992324,-6.683471456999999,110.36956133666666,False,Pnma,62,Orthorhombic,mmm,NM,"icsd-165977,icsd-23288,icsd-616104","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': True, 'dielectric': True, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-mrq,Ba3Zr2S7,-2.149402541875,0.0,True,1.005799999999999,0.0,48,4.184248212763276,1299.9122459952446,-6.4672450475,,False,P4_2/mnm,136,Tetragonal,4/mmm,NM,icsd-59271,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-npb,Ba3Zr2S7,-2.139658172708332,0.009744369166667,False,0.4979,6e-07,24,4.186091426567166,649.6699352449542,-6.457500678333333,,False,I4/mmm,139,Tetragonal,mmm,NM,icsd-75241,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': True, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bfnui,Ba3Zr2S7,-2.132344507291666,0.017058034583333,False,0.49149999999999905,0.0008613,24,4.135966856857934,657.5434088689467,-6.450187012916667,,False,Cccm,66,Orthorhombic,mmm,NM,icsd-69854,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-wal,Ba4Zr3S10,-2.108120482058823,0.029015934411718004,False,0.4167,0.00025,17,4.147297268438284,457.8987638980762,-6.501825115882353,,False,I4/mmm,139,Tetragonal,4/mmm,NM,icsd-72656,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bzzr,BaNbS3,-1.746531285499999,0.0030931841538460003,False,0.0,3e-06,10,4.514803365910806,240.11990490203718,-6.633025909,,False,P6_3/mmc,194,Hexagonal,6/mmm,NM,icsd-659538,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': True, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bnatk,Ba6Nb5S17,-1.742880654553569,0.018042720487637002,False,0.0,0.856336299999999,28,4.269091534410112,713.2108977713689,-6.469885509999999,,True,P1,1,Triclinic,1,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bmmwi,Ba11(Nb3S14)2,-1.7585988086666662,0.0037894939047620002,False,0.5126000000000001,0.008333799999999001,45,4.145143294983296,1188.117806272781,-6.148903042666667,,False,P1,1,Triclinic,1,NM,,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-befom,Ba8Nb7S24,-1.7361079874358971,0.0,True,0.0,0.0301178,78,4.345578265087711,1924.76199523002,-6.488889523333333,,False,P2_1/c,14,Monoclinic,2/m,NM,,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': False, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
